x_nm	-77.5	-72.163	-61.3179	-53.3867	-47.5866	-43.3449	-40.2429	-37.9744	-36	-34.0256	-32.0513	-30.0769	-28.1026	-26.1282	-24.1538	-22.1795	-20.2051	-18.2308	-16.2564	-14.2821	-12.3077	-10.3333	-8.35897	-6.38462	-4.41026	-2.4359	-0.461538	1.51282	3.48718	5.46154	7.4359	9.41026	11.3846	13.359	15.3333	17.3077	19.2821	21.2564	23.2308	25.2051	27.1795	29.1538	31.1282	33.1026	35.0769	37.0513	39.0256	41	42.9744	45.2268	48.3004	52.4942	58.2168	66.0252	76.68	82.5
10	40244.2	61696.2	157290	363349	751308	1.38394e+06	2.27818e+06	3.38415e+06	4.8806e+06	7.17354e+06	1.07136e+07	1.61405e+07	2.46443e+07	4.97933e+07	1.23426e+07	2.67218e+07	9.53175e+06	4.98766e+06	5.5849e+06	6.1251e+06	6.55273e+06	6.89131e+06	7.16628e+06	7.38576e+06	7.55572e+06	7.6762e+06	7.74634e+06	7.76449e+06	7.72855e+06	7.63443e+06	7.47422e+06	7.23481e+06	6.88241e+06	6.37529e+06	5.61918e+06	4.62537e+06	1.48129e+07	1.9487e+07	1.16192e+07	2.90382e+07	2.14107e+07	1.63378e+07	1.29266e+07	1.18496e+07	1.344e+07	1.7172e+07	1.64936e+07	1.27585e+07	8.88478e+06	5.57199e+06	2.93256e+06	1.31587e+06	519333	187505	64222.7	37972.3
12	38888.4	58964.5	147094	330576	661655	1.17582e+06	1.86515e+06	2.6734e+06	3.70806e+06	5.19805e+06	7.34954e+06	1.04735e+07	1.52258e+07	2.43656e+07	5.61241e+07	2.37696e+07	1.23362e+07	1.20938e+07	1.1408e+07	1.04651e+07	9.46915e+06	8.54027e+06	7.72747e+06	7.06321e+06	6.56285e+06	6.23672e+06	6.09048e+06	6.1266e+06	6.34383e+06	6.73692e+06	7.29402e+06	7.99015e+06	8.78402e+06	9.57773e+06	1.02276e+07	1.04349e+07	1.02212e+07	2.84087e+07	3.41552e+07	2.14149e+07	1.54502e+07	1.16464e+07	9.07424e+06	7.66233e+06	7.42366e+06	7.78748e+06	7.44756e+06	6.28597e+06	4.86271e+06	3.40957e+06	2.01883e+06	1.00982e+06	436935	169062	60562	36548.9
14	37372.4	55974.6	136311	297387	575303	985888	1.50845e+06	2.09083e+06	2.80004e+06	3.76719e+06	5.07921e+06	6.84803e+06	9.24789e+06	1.2653e+07	1.74219e+07	1.47263e+07	1.16528e+07	1.03881e+07	9.32439e+06	8.32377e+06	7.40359e+06	6.58205e+06	5.87921e+06	5.3078e+06	4.87793e+06	4.59688e+06	4.46966e+06	4.49892e+06	4.68455e+06	5.02375e+06	5.51079e+06	6.13609e+06	6.8848e+06	7.7371e+06	8.66622e+06	9.68454e+06	1.10589e+07	1.48503e+07	1.65317e+07	1.31226e+07	1.01719e+07	7.95916e+06	6.34675e+06	5.29257e+06	4.74307e+06	4.46736e+06	4.11655e+06	3.57086e+06	2.92283e+06	2.20664e+06	1.43044e+06	783342	367159	151438	56733.9	34986.2
16	35731.6	52806.2	125313	265020	495250	818781	1.21015e+06	1.62604e+06	2.10994e+06	2.73838e+06	3.54351e+06	4.55431e+06	5.78758e+06	7.21407e+06	8.55422e+06	8.55767e+06	7.89018e+06	7.23768e+06	6.57245e+06	5.91353e+06	5.29034e+06	4.72423e+06	4.23319e+06	3.83004e+06	3.52453e+06	3.32381e+06	3.23279e+06	3.25378e+06	3.38691e+06	3.63e+06	3.97856e+06	4.42536e+06	4.96052e+06	5.57237e+06	6.24748e+06	6.9831e+06	7.80739e+06	8.78229e+06	9.02604e+06	7.91014e+06	6.56606e+06	5.37488e+06	4.4183e+06	3.71301e+06	3.23542e+06	2.90113e+06	2.59708e+06	2.26284e+06	1.90445e+06	1.50539e+06	1.04278e+06	614961	308940	135074	52860.4	33317.5
18	33993.9	49538	114404	234368	423056	675409	966149	1.26163e+06	1.59161e+06	2.00202e+06	2.50225e+06	3.09387e+06	3.7606e+06	4.44857e+06	5.01772e+06	5.21172e+06	5.08567e+06	4.80978e+06	4.4556e+06	4.06933e+06	3.68385e+06	3.32222e+06	3.00157e+06	2.73435e+06	2.52989e+06	2.39488e+06	2.33347e+06	2.34796e+06	2.43847e+06	2.60291e+06	2.83712e+06	3.13462e+06	3.48654e+06	3.88094e+06	4.30223e+06	4.73034e+06	5.13273e+06	5.43416e+06	5.40967e+06	4.94058e+06	4.29548e+06	3.65253e+06	3.08905e+06	2.6334e+06	2.28402e+06	2.01188e+06	1.77581e+06	1.54761e+06	1.32135e+06	1.07443e+06	780250	488401	260597	120146	49034.1	31584.3
20.3494	31875.9	45659.9	102011	201227	348996	535793	739705	937306	1.1489e+06	1.40086e+06	1.69359e+06	2.02143e+06	2.36814e+06	2.70138e+06	2.96667e+06	3.1008e+06	3.09773e+06	2.9942e+06	2.82584e+06	2.62244e+06	2.40701e+06	2.19714e+06	2.00615e+06	1.84421e+06	1.71883e+06	1.63543e+06	1.59752e+06	1.6068e+06	1.66333e+06	1.76535e+06	1.90939e+06	2.09013e+06	2.29978e+06	2.52822e+06	2.76164e+06	2.98122e+06	3.15905e+06	3.25223e+06	3.20296e+06	2.99453e+06	2.69364e+06	2.36747e+06	2.05835e+06	1.7876e+06	1.56106e+06	1.37172e+06	1.20645e+06	1.05413e+06	910007	756231	571233	377817	214180	104469	44681.6	29501.8
23.5835	28896.5	40401.7	86145.2	161397	265590	388070	513182	627761	744675	877308	1.02368e+06	1.17866e+06	1.33337e+06	1.47421e+06	1.58422e+06	1.6479e+06	1.66035e+06	1.62739e+06	1.55992e+06	1.47016e+06	1.36932e+06	1.26709e+06	1.17143e+06	1.0887e+06	1.02377e+06	980221	960420	965466	995371	1.04888e+06	1.12361e+06	1.21588e+06	1.32053e+06	1.43096e+06	1.53859e+06	1.63281e+06	1.70042e+06	1.72678e+06	1.69977e+06	1.61883e+06	1.49889e+06	1.35953e+06	1.21702e+06	1.08214e+06	960042	851198	753346	663708	580510	492913	386941	271106	164642	85986.9	39056.8	26630.9
28.0354	24848.1	33615.9	67211.4	117664	181269	249663	314307	369894	423679	481675	542288	603029	660403	710147	747819	769844	774774	763505	738672	704088	663811	621789	581587	546222	518147	499177	490541	492812	505963	529339	561647	600968	644731	689731	732205	767902	792474	802006	794140	769130	730000	681341	627781	573148	519954	469498	422178	377851	336371	292454	238581	177203	116013	65664.7	32160.1	22825.1
34.1639	19710.1	25560.8	46948.2	75516.3	107628	138759	165738	187395	207179	227386	247316	266127	282823	296361	305786	310453	310083	304917	295642	283240	268919	253922	239480	226686	216467	209532	206368	207204	212029	220578	232324	246506	262167	278153	293207	306043	315463	320530	320676	315891	306636	293762	278260	261113	243129	224936	206941	189400	172489	154127	130905	103129	73088.7	45341.9	24345.9	18112.6
42.6002	13900.6	17163.6	28373.6	41337.1	54062.4	65023.2	73637.5	80029.6	85499.1	90723.1	95511.5	99656.9	102959	105232	106319	106162	104747	102181	98645.6	94390.8	89718.2	84954.5	80431.2	76453.8	73288.9	71149.4	70176.8	70441.1	71939.9	74591.9	78238.3	82654.8	87572.7	92672.1	97621.3	102105	105817	108528	110079	110406	109530	107544	104604	100876	96553	91789.7	86736.8	81522.3	76242.3	70248.2	62270.2	52091.1	40049.5	27470.9	16443.2	12885.3
