path_idx,type,color,width,vx,vy
2,s,0.3922|0.7098|0.9647,2.142859935760498,481.1797,363.7266
2,s,0.3922|0.7098|0.9647,2.142859935760498,480.3281,363.6484
2,s,0.3922|0.7098|0.9647,2.142859935760498,479.4805,363.5664
2,s,0.3922|0.7098|0.9647,2.142859935760498,478.6328,363.4844
2,s,0.3922|0.7098|0.9647,2.142859935760498,477.7852,363.3984
2,s,0.3922|0.7098|0.9647,2.142859935760498,476.9414,363.3125
2,s,0.3922|0.7098|0.9647,2.142859935760498,476.0938,363.2227
2,s,0.3922|0.7098|0.9647,2.142859935760498,475.2539,363.1367
2,s,0.3922|0.7098|0.9647,2.142859935760498,474.4102,363.0469
2,s,0.3922|0.7098|0.9647,2.142859935760498,473.5703,362.9609
2,s,0.3922|0.7098|0.9647,2.142859935760498,472.7305,362.8711
2,s,0.3922|0.7098|0.9647,2.142859935760498,471.8906,362.7852
2,s,0.3922|0.7098|0.9647,2.142859935760498,471.0547,362.7031
2,s,0.3922|0.7098|0.9647,2.142859935760498,470.2188,362.6172
2,s,0.3922|0.7098|0.9647,2.142859935760498,469.3828,362.5391
2,s,0.3922|0.7098|0.9647,2.142859935760498,468.5508,362.4609
2,s,0.3922|0.7098|0.9647,2.142859935760498,467.7188,362.3828
2,s,0.3922|0.7098|0.9647,2.142859935760498,466.8867,362.3125
2,s,0.3922|0.7098|0.9647,2.142859935760498,466.0547,362.2422
2,s,0.3922|0.7098|0.9647,2.142859935760498,465.2266,362.1758
2,s,0.3922|0.7098|0.9647,2.142859935760498,464.3984,362.1172
2,s,0.3922|0.7098|0.9647,2.142859935760498,463.5742,362.0586
2,s,0.3922|0.7098|0.9647,2.142859935760498,462.7461,362.0039
2,s,0.3922|0.7098|0.9647,2.142859935760498,461.9219,361.9531
2,s,0.3922|0.7098|0.9647,2.142859935760498,461.0977,361.9102
2,s,0.3922|0.7098|0.9647,2.142859935760498,460.2773,361.8672
2,s,0.3922|0.7098|0.9647,2.142859935760498,459.4570,361.8320
2,s,0.3922|0.7098|0.9647,2.142859935760498,458.6367,361.7969
2,s,0.3922|0.7098|0.9647,2.142859935760498,457.8164,361.7695
2,s,0.3922|0.7098|0.9647,2.142859935760498,457.0000,361.7461
2,s,0.3922|0.7098|0.9647,2.142859935760498,456.1836,361.7266
2,s,0.3922|0.7098|0.9647,2.142859935760498,455.3672,361.7070
